Old_ID,new_IDFULL
98027369,98027369-mlx
98027373,98027373-unknown-8232
98027381,98027381-sphk1-2
98027396,98027396-abl1
98027404,98027404-cgat2-2
98027406,98027406-unknown-702
98027411,98027411-ubad1
98027413,98027413-copb2
98027421,98027421-cab45
98027438,98027438-clpb
98027447,98027447-aifm1
98027448,98027448-unknown-8386
98027453,98027453-unknown-703
98027458,98027458-abcba
98027464,98027464-titin-3
98027480,98027480-kissr
98027494,98027494-trex2
98027500,98027500-unknown-6329
98027502,98027502-jhy
98027503,98027503-unknown-704
98027506,98027506-u119b
98027518,98027518-setmr-13
98027520,98027520-unknown-705
98027521,98027521-tgm1
98027524,98027524-pairb
98027526,98027526-sysm
98027528,98027528-tep1-3
98027534,98027534-unknown-8306
98027545,98027545-gbrp
98027559,98027559-rab10-3
98027561,98027561-arf1-6
98027564,98027564-unknown-9625
98027570,98027570-s36a1-5
98027572,98027572-unknown-706
98027573,98027573-unknown-8237
98027577,98027577-unknown-8859
98027578,98027578-unknown-707
98027581,98027581-unknown-708
98027587,98027587-unknown-6301
98027590,98027590-lrad2-2
98027612,98027612-dyh17-2
98027615,98027615-tif1b-3
98027622,98027622-unknown-6072
98027629,98027629-dzi1l
98027631,98027631-lbr-2
98027633,98027633-trm7
98027638,98027638-klh18
98027647,98027647-fbx8
98027648,98027648-unknown-709
98027656,98027656-kat1
98027671,98027671-gdir1-2
98027684,98027684-ddx4
98027694,98027694-plk1
98027698,98027698-s17a5-6
98027703,98027703-unknown-6402
98027708,98027708-mcph1
98027713,98027713-ucp2
98027716,98027716-calm1-18
98027717,98027717-gpr4
98027719,98027719-lrrk1
98027725,98027725-tri56
98027726,98027726-unknown-710
98027733,98027733-unknown-711
98027734,98027734-dtx4
98027739,98027739-npff2-4
98027740,98027740-taf5
98027744,98027744-pls3-2
98027746,98027746-gcn1
98027750,98027750-ampl-2
98027754,98027754-unknown-6846
98027755,98027755-foxa
98027769,98027769-robo2
98027773,98027773-klhl3
98027775,98027775-rdh11-3
98027780,98027780-ccne1-2
98027783,98027783-int10
98027784,98027784-unknown-6520
98027786,98027786-cntn5
98027787,98027787-stx16
98027795,98027795-pdli7
98027807,98027807-unknown-712
98027810,98027810-spas1
98027822,98027822-s18b1-23
98027831,98027831-cwc25
98027848,98027848-acha6-4
98027849,98027849-unknown-7558
98027852,98027852-k1328
98027871,98027871-zn513-5
98027878,98027878-mgll-2
98027881,98027881-nsun2
98027892,98027892-csn6
98027904,98027904-cpne7-2
98027914,98027914-tm86a
98027918,98027918-ehmt1-2
98027924,98027924-ip3kb
98027927,98027927-atf2
98027929,98027929-unknown-714
98027931,98027931-unknown-7101
98027943,98027943-pdia3
98027946,98027946-fmo2-3
98027955,98027955-mdr1
98027965,98027965-rad54
98027968,98027968-snaa
98027969,98027969-unknown-715
98027974,98027974-ate1
98027982,98027982-acha6-5
98027984,98027984-fbx22
98027986,98027986-mboa7
98027989,98027989-unknown-716
98027990,98027990-skor2
98028017,98028017-ada1b-2
98028018,98028018-hnmt
98028020,98028020-strn3
98028021,98028021-vath
98028028,98028028-tra2b-2
98028033,98028033-unknown-718
98028041,98028041-ube2h-2
98028046,98028046-abl1-2
98028054,98028054-nphp1
98028057,98028057-s35c2
98028071,98028071-mre11
98028080,98028080-alx1
98028088,98028088-k2013
98028091,98028091-unknown-9537
98028094,98028094-unknown-720
98028098,98028098-fbxw5
98028110,98028110-ccr2-2
98028115,98028115-unknown-721
98028117,98028117-s6a19-3
98028118,98028118-unknown-722
98028120,98028120-lhx9-2
98028124,98028124-exos3
98028128,98028128-unknown-9433
98028129,98028129-unknown-7641
98028145,98028145-acl6a
98028148,98028148-ssr4-3
98028151,98028151-sesn1-2
98028158,98028158-unknown-723
98028159,98028159-eaa2-2
98028168,98028168-rbm28
98028173,98028173-sl9a6
98028176,98028176-acsf2-8
98028191,98028191-fbx30
98028196,98028196-if2b3
98028204,98028204-rexo4
98028212,98028212-pgap4
98028214,98028214-f228b
98028237,98028237-unknown-724
98028241,98028241-b3ga3-2
98028242,98028242-tnn
98028243,98028243-prep
98028250,98028250-btbdj
98028266,98028266-aces
98028273,98028273-calb1
98028274,98028274-unknown-6724
98028291,98028291-tp8l1
98028295,98028295-unknown-8551
98028307,98028307-efhb
98028321,98028321-gtr1-4
98028325,98028325-zbt41
98028335,98028335-unknown-6117
98028351,98028351-cr063
98028361,98028361-ada1b-3
98028371,98028371-ada10-2
98028372,98028372-rnf24
98028374,98028374-tbc13
98028382,98028382-pesc
98028383,98028383-ank2-4
98028388,98028388-nisch-2
98028393,98028393-tnr6c
98028404,98028404-gar1
98028406,98028406-haox1-2
98028413,98028413-bace1
98028419,98028419-unknown-8073
98028426,98028426-sld5
98028432,98028432-tri56-4
98028447,98028447-unknown-9485
98028454,98028454-cf410
98028460,98028460-cyh4
98028461,98028461-unknown-725
98028465,98028465-stk25
98028474,98028474-acadm-3
98028484,98028484-pcp-2
98028487,98028487-pp1b
98028495,98028495-ppt1
98028498,98028498-gad-2
98028507,98028507-unknown-726
98028513,98028513-kpcd
98028517,98028517-iqcm
98028531,98028531-unknown-727
98028543,98028543-rhg19
98028544,98028544-chmp5
98028545,98028545-stx12
98028547,98028547-ap1s1
98028548,98028548-itpi2
98028561,98028561-enl
98028571,98028571-al1a2
98028576,98028576-cisd1
98028578,98028578-nedd4
98028580,98028580-calm1-19
98028583,98028583-unknown-728
98028591,98028591-rpac2
98028600,98028600-unknown-7709
98028604,98028604-dnj5b
98028611,98028611-strp1
98028621,98028621-memo1
98028622,98028622-ktna1
98028625,98028625-rn217-2
98028626,98028626-unknown-6441
98028633,98028633-senp7
98028636,98028636-uspl1
98028650,98028650-unknown-729
98028651,98028651-prs6b
98028662,98028662-abcg2
98028665,98028665-unknown-9237
98028671,98028671-vat1l
98028676,98028676-mot13-2
98028683,98028683-ptss1
98028684,98028684-unknown-6699
98028686,98028686-unknown-7382
98028689,98028689-svop-4
98028707,98028707-can2
98028722,98028722-tsap1
98028724,98028724-ei2ba
98028733,98028733-pgbd3
98028735,98028735-unknown-730
98028737,98028737-lrc61
98028740,98028740-unknown-731
98028753,98028753-unknown-732
98028754,98028754-unknown-7127
98028757,98028757-gbrr2-7
98028758,98028758-unknown-7208
98028761,98028761-unknown-7740
98028764,98028764-unknown-733
98028767,98028767-nphp3-4
98028771,98028771-mks3
98028778,98028778-asb7
98028781,98028781-map2
98028788,98028788-ssf1
98028789,98028789-s39ab-2
98028801,98028801-pp1b-2
98028802,98028802-tr112
98028809,98028809-rbms1
98028819,98028819-ma2b1
98028826,98028826-miny3
98028827,98028827-chp1
98028840,98028840-unknown-734
98028844,98028844-tsn15
98028850,98028850-unknown-735
98028852,98028852-vta1
98028854,98028854-5ntc
98028856,98028856-fli1-2
98028857,98028857-arbk2
98028858,98028858-f174c
98028862,98028862-unknown-736
98028867,98028867-unknown-737
98028886,98028886-acsl1-3
98028889,98028889-lorf2-2
98028890,98028890-sgtb
98028891,98028891-3hidh-2
98028895,98028895-unknown-738
98028905,98028905-dhso-4
98028910,98028910-s22a2-4
98028915,98028915-unknown-739
98028916,98028916-unknown-6745
98028943,98028943-tri56-5
98028968,98028968-gbrg2-3
98028976,98028976-mboa2-3
98029004,98029004-ep15r
98029007,98029007-ada1b
98029010,98029010-gptc2
98029015,98029015-cd37
98029019,98029019-morn2
98029020,98029020-5ht2a-2
98029021,98029021-stil
98029024,98029024-endov
98029027,98029027-unknown-740
98029029,98029029-rhov
98029031,98029031-unknown-741
98029032,98029032-tolip
98029035,98029035-rfa1
98029043,98029043-rl37
98029048,98029048-unknown-6935
98029055,98029055-nvl
98029056,98029056-stk36
98029063,98029063-trim3-4
98029064,98029064-rrp1b
98029071,98029071-unknown-742
98029072,98029072-unknown-743
98029074,98029074-morn4
98029077,98029077-unknown-7523
98029082,98029082-hcn4
98029083,98029083-tagl3-3
98029089,98029089-unknown-744
98029093,98029093-elov4-4
98029094,98029094-dons
98029096,98029096-catl1-2
98029100,98029100-aatm
98029102,98029102-unknown-745
98029106,98029106-ef1b
98029119,98029119-ylat2-2
98029120,98029120-phar2
98029124,98029124-scnng-2
98029131,98029131-arfg3
98029133,98029133-lrp1-3
98029138,98029138-bip
98029141,98029141-mtr1a-3
98029148,98029148-kgua
98029152,98029152-lrp1b-3
98029155,98029155-wnt-2
98029159,98029159-unknown-6270
98029168,98029168-dnja3
98029174,98029174-ncs1-2
98029176,98029176-emal1-2
98029177,98029177-tyw5
98029178,98029178-lrp1b-4
98029182,98029182-tfp11
98029194,98029194-unknown-746
98029208,98029208-unknown-747
98029214,98029214-ud3a2-2
98029219,98029219-kpca
98029227,98029227-fhad1
98029232,98029232-pen2
98029235,98029235-cah6-2
98029236,98029236-pcna
98029238,98029238-praf1
98029247,98029247-unknown-748
98029249,98029249-crld2
98029250,98029250-unknown-6119
98029269,98029269-unknown-749
98029271,98029271-catd-2
98029273,98029273-sumf2
98029274,98029274-rs18
98029275,98029275-unknown-8852
98029278,98029278-flii-2
98029288,98029288-cgrf1
98029302,98029302-unknown-8057
98029312,98029312-pp4r4-3
98029315,98029315-ki20b
98029317,98029317-sap-2
98029325,98029325-ivd-2
98029333,98029333-ylpm1
98029334,98029334-rt06
98029345,98029345-unknown-750
98029361,98029361-trm13
98029363,98029363-rab8b-2
98029365,98029365-unknown-751
98029376,98029376-unknown-752
98029387,98029387-unknown-8316
98029393,98029393-pls3
98029395,98029395-unknown-753
98029396,98029396-pkd2
98029398,98029398-baip3
98029404,98029404-unknown-754
98029408,98029408-plcx2-2
98029412,98029412-pl8l1
98029418,98029418-unknown-6290
98029429,98029429-pdc10
98029436,98029436-aamp
98029439,98029439-unknown-6825
98029449,98029449-unknown-755
98029450,98029450-unknown-9224
98029451,98029451-unknown-756
98029455,98029455-frs2
98029462,98029462-unknown-757
98029475,98029475-unknown-758
98029480,98029480-myrip
98029488,98029488-rpp14
98029490,98029490-pgps1
98029495,98029495-noct
98029497,98029497-s38a7-2
98029500,98029500-pde2a
98029512,98029512-an34b
98029516,98029516-unknown-759
98029517,98029517-fer3l-2
98029525,98029525-efl1
98029529,98029529-tm2d1
98029535,98029535-unknown-760
98029537,98029537-wdr1
98029539,98029539-if6
98029544,98029544-nup85
98029548,98029548-nicn1
98029553,98029553-myo1d
98029569,98029569-unknown-8059
98029571,98029571-ggnb2
98029572,98029572-mpp10
98029576,98029576-sap-3
98029581,98029581-mtmra
98029585,98029585-unknown-6346
98029586,98029586-unknown-761
98029589,98029589-pacrl
98029600,98029600-unknown-6626
98029601,98029601-manf
98029605,98029605-psf1
98029607,98029607-unknown-7033
98029619,98029619-bpib4
98029620,98029620-mthfs
98029622,98029622-hcfc1
98029624,98029624-trub2
98029656,98029656-ub2g2
98029663,98029663-achb3
98029670,98029670-ikzf3-3
98029681,98029681-naf1
98029706,98029706-metl5
98029710,98029710-unknown-763
98029719,98029719-unknown-764
98029720,98029720-unknown-765
98029731,98029731-vp26b
98029734,98029734-klhl8
98029742,98029742-unknown-8864
98029743,98029743-unknown-8265
98029757,98029757-unknown-766
98029758,98029758-5ht1b
98029773,98029773-unknown-8277
98029775,98029775-u2afl
98029778,98029778-canb1
98029781,98029781-unknown-8275
98029786,98029786-unknown-7482
98029787,98029787-bc11b
98029805,98029805-at5f1
98029806,98029806-pgap4-2
98029812,98029812-e2ak2
98029820,98029820-unknown-767
98029823,98029823-ipo7
98029825,98029825-cstf2
98029845,98029845-dnmbp
98029850,98029850-unknown-6471
98029852,98029852-cnot1
98029865,98029865-actz
98029872,98029872-orn
98029875,98029875-suchy
98029880,98029880-unknown-768
98029882,98029882-unknown-6197
98029892,98029892-cd82
98029896,98029896-goga4
98029902,98029902-unknown-769
98029907,98029907-unknown-770
98029911,98029911-ap2b
98029912,98029912-dns2b-2
98029916,98029916-can9-3
98029923,98029923-tbc13-2
98029929,98029929-tanc1
98029930,98029930-unknown-771
98029954,98029954-lix1l-3
98029956,98029956-tph-2
98029962,98029962-cola1-2
98029974,98029974-s35g1-4
98029980,98029980-cers4
98029985,98029985-dpoe1
98029996,98029996-sc24c
98030000,98030000-sap3-6
98030006,98030006-idi1
98030016,98030016-lorf2-6
98030045,98030045-epha5
98030050,98030050-ikbl1
98030055,98030055-psmd7
98030062,98030062-strc-2
98030064,98030064-ubc
98030071,98030071-coq8b
98030085,98030085-ppie
98030086,98030086-drg1
98030095,98030095-tph-1
98030106,98030106-unknown-773
98030118,98030118-arl3-2
98030124,98030124-syfa
98030129,98030129-map9
98030137,98030137-lcorl
98030149,98030149-unknown-775
98030150,98030150-unknown-776
98030165,98030165-snx19
98030169,98030169-npc1-5
98030172,98030172-unknown-777
98030173,98030173-cah12
98030179,98030179-etfa
98030180,98030180-unknown-8533
98030198,98030198-scfd1
98030199,98030199-nr1d2
98030209,98030209-hnrpl-2
98030210,98030210-tri56-6
98030217,98030217-unknown-778
98030218,98030218-traf1-2
98030220,98030220-odad4
98030221,98030221-syym
98030230,98030230-mfs4b-2
98030233,98030233-rl12
98030237,98030237-bnc2
98030244,98030244-otu1
98030249,98030249-sim15
98030254,98030254-brca1
98030264,98030264-enpp4-2
98030267,98030267-pigs
98030271,98030271-ctl1-3
98030284,98030284-gas7
98030295,98030295-unknown-780
98030296,98030296-ud3a1-6
98030299,98030299-pygm
98030304,98030304-lrc46
98030306,98030306-unknown-7050
98030323,98030323-borc5
98030324,98030324-unknown-8779
98030329,98030329-unknown-781
98030332,98030332-s22a5-14
98030334,98030334-lrat-3
98030340,98030340-mcm9
98030352,98030352-meg11
98030354,98030354-rl21
98030359,98030359-unknown-782
98030365,98030365-unknown-783
98030370,98030370-lips
98030372,98030372-tba3d-3
98030377,98030377-stom-5
98030389,98030389-unknown-784
98030391,98030391-unknown-7156
98030393,98030393-lrc59
98030399,98030399-dyr1a
98030403,98030403-unknown-785
98030414,98030414-unknown-786
98030418,98030418-ppgb-4
98030424,98030424-rhg29
98030437,98030437-star-2
98030438,98030438-hxa1
98030442,98030442-syt7
98030457,98030457-cfa43
98030462,98030462-unknown-787
98030466,98030466-unknown-6700
98030469,98030469-pigo
98030470,98030470-cx065
98030475,98030475-unknown-788
98030481,98030481-unknown-789
98030484,98030484-rab36
98030497,98030497-kcnh5
98030499,98030499-kndc1
98030505,98030505-wdr88
98030510,98030510-unknown-9181
98030517,98030517-amd-2
98030525,98030525-unknown-790
98030530,98030530-unknown-791
98030531,98030531-tb10a
98030536,98030536-spdyc
98030540,98030540-tf2h3
98030546,98030546-ikzf1
98030550,98030550-unknown-792
98030563,98030563-int8
98030564,98030564-rtf2
98030568,98030568-pgm2
98030569,98030569-kif6
98030571,98030571-erh
98030577,98030577-duox2-2
98030578,98030578-naa40
98030583,98030583-safb2
98030584,98030584-otx1
98030588,98030588-nek7
98030590,98030590-tbck
98030591,98030591-flowr
98030597,98030597-tpk1
98030599,98030599-unknown-6718
98030606,98030606-aspp1
98030615,98030615-src-4
98030632,98030632-unknown-793
98030634,98030634-mlp3b
98030637,98030637-nec1
98030642,98030642-unknown-6746
98030644,98030644-myl1
98030647,98030647-unknown-795
98030651,98030651-trim8-2
98030653,98030653-ltor2
98030654,98030654-capsl-3
98030656,98030656-ift46
98030664,98030664-unknown-6955
98030666,98030666-unknown-6369
98030668,98030668-unknown-796
98030669,98030669-flot2-2
98030673,98030673-unknown-9528
98030679,98030679-unknown-6704
98030680,98030680-unknown-797
98030687,98030687-cf299
98030691,98030691-muc19
98030698,98030698-scub3
98030700,98030700-aa2br-2
98030715,98030715-ttpal-2
98030716,98030716-unknown-8352
98030717,98030717-tri27
98030720,98030720-rsph1-2
98030722,98030722-cnfn-3
98030724,98030724-parl
98030729,98030729-ach10-4
98030753,98030753-cf298
98030755,98030755-sc5a8-2
98030765,98030765-unknown-800
98030769,98030769-mdr1-2
98030788,98030788-unknown-7602
98030791,98030791-ped1b-2
98030794,98030794-kcna2-2
98030798,98030798-plod3
98030799,98030799-unknown-9136
98030802,98030802-acss3
98030804,98030804-rs9
98030812,98030812-tm2d2
98030816,98030816-serb
98030834,98030834-unknown-6948
98030836,98030836-rc3h1
98030839,98030839-unknown-8745
98030848,98030848-itb5
98030852,98030852-unknown-6635
98030879,98030879-tsn9-2
98030880,98030880-djb12
98030882,98030882-eno4
98030887,98030887-tolloid
98030894,98030894-lztr1
98030912,98030912-cpt1a-4
98030914,98030914-unknown-6472
98030919,98030919-anr50
98030932,98030932-grap
98030933,98030933-unknown-7890
98030936,98030936-odad2
98030939,98030939-unknown-7002
98030942,98030942-unknown-801
98030944,98030944-p20d1
98030949,98030949-dazp2
98030950,98030950-cdk5
98030961,98030961-unknown-7199
98030965,98030965-ttll1
98030968,98030968-emc7
98030971,98030971-unknown-7712
98030977,98030977-unknown-802
98030978,98030978-tsc2
98030979,98030979-unknown-7869
98030980,98030980-clgn
98030981,98030981-unknown-803
98030982,98030982-aq12a-2
98030983,98030983-gnai3
98031005,98031005-unknown-9245
98031008,98031008-int5
98031011,98031011-unknown-7032
98031018,98031018-unknown-6629
98031021,98031021-unknown-804
98031026,98031026-rsph3
98031027,98031027-cfa58-2
98031029,98031029-unknown-805
98031036,98031036-ell2
98031042,98031042-5ht1b-2
98031050,98031050-achb4-2
98031064,98031064-atf4
98031072,98031072-typh
98031076,98031076-nsd3
98031077,98031077-rsrc2
98031084,98031084-npff2-5
98031088,98031088-unknown-7649
98031090,98031090-unknown-6972
98031104,98031104-hnrpk
98031110,98031110-rab32
98031117,98031117-unknown-806
98031119,98031119-ange2-3
98031131,98031131-unknown-807
98031134,98031134-hnmt-2
98031136,98031136-acha6-6
98031139,98031139-gcst
98031142,98031142-etv7
98031144,98031144-catl2-2
98031146,98031146-morn1-2
98031155,98031155-unknown-6147
98031160,98031160-ubxn7
98031165,98031165-pnph
98031166,98031166-xpo2
98031198,98031198-ddx10
98031203,98031203-tmco1
98031207,98031207-unknown-7480
98031209,98031209-lrfn4
98031210,98031210-dhdds
98031218,98031218-unknown-6725
98031219,98031219-anxa3
98031233,98031233-sptb2
98031237,98031237-unknown-6845
98031247,98031247-g6pt3
98031254,98031254-unknown-808
98031257,98031257-s22a8-2
98031262,98031262-psd13
98031267,98031267-znrf2-2
98031269,98031269-unknown-7597
98031272,98031272-pp2ba-2
98031280,98031280-tpp1-6
98031283,98031283-unknown-811
98031289,98031289-unknown-812
98031290,98031290-wwp1-2
98031297,98031297-srr-2
98031305,98031305-stml1
98031308,98031308-unknown-813
98031315,98031315-ppap-2
98031318,98031318-sf3b2
98031323,98031323-unknown-814
98031324,98031324-unknown-6567
98031325,98031325-hpgds-14
98031338,98031338-mib1
98031339,98031339-unknown-8007
98031349,98031349-s18b1-25
98031353,98031353-casp8
98031360,98031360-arly
98031365,98031365-ung-2
98031374,98031374-tsg10
98031376,98031376-g6pd
98031377,98031377-sylm
98031386,98031386-chordin
98031395,98031395-f210b
98031400,98031400-unknown-7895
98031401,98031401-zn407-2
98031411,98031411-svopl
98031427,98031427-atla2-3
98031429,98031429-suh
98031437,98031437-tkt
98031442,98031442-pk3c3
98031446,98031446-lrp1-6
98031447,98031447-unknown-9460
98031450,98031450-unknown-7944
98031451,98031451-unknown-9261
98031458,98031458-tri18-5
98031459,98031459-degs1
98031460,98031460-unknown-6920
98031466,98031466-ttc29
98031468,98031468-rab7l
98031470,98031470-unknown-816
98031477,98031477-zic4
98031479,98031479-mthr
98031492,98031492-unknown-817
98031493,98031493-hem6
98031495,98031495-glmp
98031497,98031497-cog8
98031500,98031500-unknown-818
98031507,98031507-unknown-819
98031518,98031518-unknown-820
98031519,98031519-vwa3b-4
98031531,98031531-tex47
98031542,98031542-galr2-2
98031549,98031549-mspd2-2
98031553,98031553-tm9s1
98031559,98031559-dsh-2
98031566,98031566-unknown-821
98031569,98031569-nmrl1
98031598,98031598-mtr1a-4
98031601,98031601-hus1
98031611,98031611-abcg2-2
98031617,98031617-sptc2
98031628,98031628-calm1-20
98031637,98031637-unknown-822
98031640,98031640-cnep1
98031645,98031645-prdx2
98031653,98031653-unknown-823
98031664,98031664-unknown-824
98031669,98031669-klf16
98031682,98031682-tbcd5
98031697,98031697-gpr52
98031698,98031698-stk33
98031700,98031700-clpt1
98031702,98031702-unknown-8296
98031704,98031704-skor1
98031719,98031719-phax
98031725,98031725-defi8-2
98031727,98031727-atrx
98031729,98031729-sydm
98031733,98031733-haus6
98031734,98031734-srsf3-2
98031739,98031739-marh6
98031748,98031748-unknown-825
98031762,98031762-casp2-3
98031781,98031781-mbrl
98031793,98031793-tpc6b
98031801,98031801-pick1
98031805,98031805-zn367
98031809,98031809-hpgds-15
98031810,98031810-unknown-6569
98031811,98031811-gdia
98031812,98031812-rock1-2
98031818,98031818-wdr83
98031831,98031831-svopl-2
98031834,98031834-unknown-6906
98031835,98031835-mic60
98031843,98031843-msh5
98031851,98031851-fis1
98031863,98031863-unknown-9430
98031867,98031867-tera
98031874,98031874-clca-2
98031875,98031875-mtr1b
98031876,98031876-elov2-2
98031877,98031877-lztr1-2
98031882,98031882-cdc6
98031887,98031887-sh3r1
98031896,98031896-epha7-2
98031898,98031898-nphp3-6
98031905,98031905-adda-2
98031909,98031909-lrp1-4
98031913,98031913-pthd3-10
98031917,98031917-hm20a
98031925,98031925-zc12b
98031927,98031927-mrp1-6
98031928,98031928-unknown-826
98031929,98031929-unknown-9319
98031930,98031930-stk4
98031935,98031935-stx8-2
98031942,98031942-hyou1
98031943,98031943-bglr
98031957,98031957-pex3
98031958,98031958-coa8
98031959,98031959-galk2
98031964,98031964-titin-6
98031969,98031969-psmd1
98031971,98031971-lgsn-5
98031972,98031972-itih3
98031973,98031973-kif6-2
98031986,98031986-lriq3
98031990,98031990-unknown-827
98031992,98031992-kc1e
98032001,98032001-setmr-14
98032006,98032006-hmcn1
98032013,98032013-s22ad-2
98032014,98032014-ndub5
98032015,98032015-ssbp3
98032024,98032024-mfsd1-2
98032030,98032030-so4a1-4
98032036,98032036-unknown-8805
98032037,98032037-unknown-828
98032038,98032038-unknown-8387
98032046,98032046-naa80
98032050,98032050-unknown-829
98032070,98032070-ti17b
98032087,98032087-mprd
98032088,98032088-unknown-830
98032090,98032090-lbp
98032091,98032091-unknown-6118
98032092,98032092-rpc6
98032096,98032096-trim2-4
98032100,98032100-unknown-831
98032103,98032103-ccng1
98032109,98032109-acsl5-4
98032115,98032115-unknown-8927
98032118,98032118-unknown-832
98032120,98032120-fmo5-2
98032122,98032122-djc27-3
98032127,98032127-nduf3
98032139,98032139-calm1-52
98032146,98032146-unknown-833
98032160,98032160-flnc-2
98032167,98032167-casp2-4
98032178,98032178-zrab2-2
98032188,98032188-nep1
98032202,98032202-stom-6
98032206,98032206-tmx1
98032207,98032207-ox2r-3
98032210,98032210-unknown-6678
98032214,98032214-m3k1
98032215,98032215-nek9
98032221,98032221-kdm4b
98032229,98032229-bop1
98032248,98032248-ptprd
98032254,98032254-zn510
98032255,98032255-ppil1
98032264,98032264-spop-2
98032268,98032268-dhx8
98032269,98032269-unknown-834
98032276,98032276-exoc8
98032279,98032279-ach10-8
98032286,98032286-gapr1-4
98032293,98032293-ach10-5
98032294,98032294-dnjc2-2
98032300,98032300-unknown-835
98032301,98032301-unknown-836
98032303,98032303-fad1
98032311,98032311-unknown-7499
98032328,98032328-rpb11
98032336,98032336-ccd93
98032338,98032338-gdf8-2
98032341,98032341-unknown-838
98032343,98032343-spg17
98032346,98032346-unknown-6326
98032356,98032356-unknown-839
98032357,98032357-naa20
98032362,98032362-ccm2
98032363,98032363-hoil1
98032364,98032364-esf1
98032374,98032374-unknown-840
98032377,98032377-unknown-841
98032391,98032391-ift22
98032397,98032397-glra2-5
98032408,98032408-tri33-3
98032409,98032409-unknown-8020
98032410,98032410-unknown-842
98032432,98032432-dnhd1
98032434,98032434-s22a2-5
98032442,98032442-unknown-843
98032443,98032443-cofa1
98032445,98032445-snr27
98032450,98032450-sik2
98032453,98032453-nth
98032455,98032455-unknown-844
98032467,98032467-unknown-845
98032474,98032474-apc4
98032478,98032478-trim2-5
98032479,98032479-unknown-6841
98032492,98032492-mce1
98032493,98032493-unknown-846
98032496,98032496-twst1
98032501,98032501-unknown-847
98032502,98032502-cant1-3
98032517,98032517-unknown-7592
98032521,98032521-unknown-848
98032534,98032534-fads2-2
98032540,98032540-traf1-3
98032544,98032544-unknown-7045
98032547,98032547-hipk2
98032550,98032550-unknown-849
98032557,98032557-mgll-3
98032561,98032561-glra3-2
98032567,98032567-tom20
98032573,98032573-vatd
98032574,98032574-hacd2
98032596,98032596-xrcc1
98032597,98032597-ghitm
98032602,98032602-tm2d3
98032609,98032609-unknown-850
98032610,98032610-unknown-6669
98032615,98032615-fz-3
98032632,98032632-as3mt
98032633,98032633-slit1
98032637,98032637-tpc11
98032648,98032648-atpo
98032654,98032654-zn577
98032660,98032660-unknown-6456
98032662,98032662-unknown-851
98032668,98032668-unknown-852
98032672,98032672-gnao
98032688,98032688-stk33-2
98032697,98032697-unknown-853
98032706,98032706-unknown-854
98032707,98032707-lck
98032721,98032721-unknown-855
98032723,98032723-unknown-856
98032725,98032725-siat9
98032727,98032727-top3a
98032730,98032730-sde2
98032732,98032732-lsm10
98032739,98032739-cstn2
98032745,98032745-unknown-8205
98032749,98032749-psa5
98032750,98032750-unknown-6735
98032757,98032757-trpm3-5
98032763,98032763-rbm8a
98032770,98032770-unknown-857
98032773,98032773-nomo2
98032780,98032780-unknown-858
98032787,98032787-lamp3
98032798,98032798-celf3
98032802,98032802-unknown-7595
98032814,98032814-dyh9
98032822,98032822-cp135-4
98032823,98032823-unknown-859
98032825,98032825-red1
98032827,98032827-unknown-8582
98032828,98032828-fhl3-4
98032831,98032831-hpgds-16
98032833,98032833-pigf
98032834,98032834-taf9
98032836,98032836-s22a5-8
98032840,98032840-pcx1
98032850,98032850-fxl20-2
98032853,98032853-unknown-860
98032865,98032865-ephb1-2
98032871,98032871-cd2ap
98032873,98032873-unknown-861
98032877,98032877-unknown-862
98032883,98032883-aa2br
98032893,98032893-unknown-8878
98032898,98032898-r3hd1
98032908,98032908-cp2c9
98032910,98032910-lipg-4
98032921,98032921-ache-4
98032928,98032928-sqstm
98032929,98032929-ppap-3
98032947,98032947-unknown-8381
98032949,98032949-gde1
98032951,98032951-unknown-863
98032956,98032956-unknown-864
98032958,98032958-unknown-865
98032960,98032960-unknown-866
98032961,98032961-cpsf5
98032962,98032962-ccnd3
98032976,98032976-cyac3
98032984,98032984-finc-2
98032986,98032986-gle1
98032989,98032989-zn75a
98032998,98032998-scn3a
98033010,98033010-zfr2
98033021,98033021-unknown-867
98033041,98033041-hmgb1
98033042,98033042-txnl1
98033049,98033049-unknown-6832
98033052,98033052-nat9
98033057,98033057-dock3
98033059,98033059-unknown-6891
98033064,98033064-unknown-6773
98033080,98033080-hpcl1-3
98033099,98033099-ky-2
98033100,98033100-kcnb2-2
98033104,98033104-clk2-2
98033110,98033110-papd1
98033121,98033121-unknown-8229
98033139,98033139-mcm3
98033141,98033141-unknown-7416
98033143,98033143-nit2
98033144,98033144-recq1
98033145,98033145-cnot4
98033150,98033150-unknown-6736
98033153,98033153-met7a-3
98033154,98033154-unknown-8211
98033163,98033163-hemk1
98033167,98033167-clu
98033168,98033168-unknown-8552
98033170,98033170-calm1-21
98033173,98033173-kifc3
98033181,98033181-ufd1
98033185,98033185-ubb-5
98033199,98033199-unknown-868
98033209,98033209-unknown-869
98033211,98033211-lorf2-46
98033216,98033216-gpr52-2
98033220,98033220-tng2
98033222,98033222-orc2
98033230,98033230-unknown-8907
98033243,98033243-unknown-9280
98033245,98033245-s12a6
98033266,98033266-unknown-6126
98033284,98033284-dc1l2
98033287,98033287-unknown-7380
98033298,98033298-unknown-870
98033317,98033317-unknown-871
98033318,98033318-call5-3
98033320,98033320-tsr3
